NFL Week 1 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIA 14 @ LA 10,11/20/16,0,1,MIA,0,-1,MIA
PHI 15 @ SEA 26,11/20/16,6,6.5,SEA,-6,-6.5,SEA
NE 30 @ SF 17,11/20/16,-13.5,-10.5,SF,13.5,10.5,NE
GB 24 @ WAS 42,11/20/16,2.5,2.5,WAS,-2.5,-2.5,WAS
HOU 20 @ OAK 27,11/21/16,5,6.5,OAK,-5,-6.5,OAK
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 11 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
TEN 13 @ JAC 19,11/19/15,3,3,JAC,-3,-3,JAC
STL 13 @ BAL 16,11/22/15,-1,3,BAL,1,-3,PUSH
WAS 16 @ CAR 44,11/22/15,7.5,7,CAR,-7.5,-7,CAR
DEN 17 @ CHI 15,11/22/15,-2,-2.5,PUSH,2,2.5,CHI
OAK 13 @ DET 18,11/22/15,-1,-2,DET,1,2,DET
GB 30 @ MIN 13,11/22/15,-1,-1,GB,1,1,GB
IND 24 @ ATL 21,11/22/15,6,3.5,IND,-6,-3.5,IND
DAL 24 @ MIA 14,11/22/15,-1.5,-2.5,DAL,1.5,2.5,DAL
TB 45 @ PHI 17,11/22/15,6,7,TB,-6,-7,TB
NYJ 17 @ HOU 24,11/22/15,-3,-4,HOU,3,4,HOU
CIN 31 @ ARI 34,11/22/15,3.5,4,CIN,-3.5,-4,CIN
SF 13 @ SEA 29,11/22/15,12,14,SEA,-12,-14,SEA
KC 33 @ SD 3,11/22/15,-3.5,-3,KC,3.5,3,KC
BUF 13 @ NE 20,11/23/15,7.5,7,BUF,-7.5,-7,PUSH
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 11 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
BUF 9 @ MIA 22,11/13/14,5,4,MIA,-5,-4,MIA
MIN 13 @ CHI 21,11/16/14,3,2.5,CHI,-3,-2.5,CHI
HOU 23 @ CLE 7,11/16/14,3,4.5,HOU,-3,-4.5,HOU
PHI 20 @ GB 53,11/16/14,4,4.5,GB,-4,-4.5,GB
SEA 20 @ KC 24,11/16/14,0,-1,KC,0,1,KC
ATL 19 @ CAR 17,11/16/14,0,-2.5,ATL,0,2.5,CAR
CIN 27 @ NO 10,11/16/14,6,8.5,CIN,-6,-8.5,CIN
TB 27 @ WAS 7,11/16/14,7,6.5,TB,-7,-6.5,TB
DEN 7 @ STL 22,11/16/14,-9,-8,STL,9,8,STL
SF 16 @ NYG 10,11/16/14,-3,-4,SF,3,4,SF
OAK 6 @ SD 13,11/16/14,9.5,10,OAK,-9.5,-10,OAK
DET 6 @ ARI 14,11/16/14,2.5,-1,ARI,-2.5,1,ARI
NE 42 @ IND 20,11/16/14,2.5,3,NE,-2.5,-3,NE
PIT 27 @ TEN 24,11/17/14,-5,-7,TEN,5,7,TEN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 11 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 30 @ TEN 27,11/14/13,-1,-2.5,IND,1,2.5,IND
NYJ 14 @ BUF 37,11/17/13,0,-1,BUF,0,1,BUF
ATL 28 @ TB 41,11/17/13,0,1,TB,0,-1,TB
DET 27 @ PIT 37,11/17/13,-3,-3,PIT,3,3,PIT
WAS 16 @ PHI 24,11/17/13,3.5,4.5,PHI,-3.5,-4.5,PHI
SD 16 @ MIA 20,11/17/13,0,-2.5,MIA,0,2.5,MIA
BAL 20 @ CHI 23,11/17/13,3,4,PUSH,-3,-4,BAL
CLE 20 @ CIN 41,11/17/13,6,4,CIN,-6,-4,CIN
OAK 28 @ HOU 23,11/17/13,7,10.5,OAK,-7,-10.5,OAK
ARI 27 @ JAC 14,11/17/13,-6.5,-9.5,ARI,6.5,9.5,ARI
KC 17 @ DEN 27,11/17/13,9.5,7.5,DEN,-9.5,-7.5,DEN
MIN 20 @ SEA 41,11/17/13,13,13,SEA,-13,-13,SEA
SF 20 @ NO 23,11/17/13,3,3.5,PUSH,-3,-3.5,SF
GB 13 @ NYG 27,11/17/13,6.5,3.5,NYG,-6.5,-3.5,NYG
NE 20 @ CAR 24,11/18/13,1,3,CAR,-1,-3,CAR
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 11 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIA 14 @ BUF 19,11/15/12,1,1,BUF,-1,-1,BUF
TB 27 @ CAR 21,11/18/12,-1,-1,TB,1,1,TB
CLE 20 @ DAL 23,11/18/12,9.5,7,CLE,-9.5,-7,CLE
GB 24 @ DET 20,11/18/12,-3,-3,GB,3,3,GB
JAC 37 @ HOU 43,11/18/12,16,15,JAC,-16,-15,JAC
ARI 19 @ ATL 23,11/18/12,10.5,9.5,ARI,-10.5,-9.5,ARI
CIN 28 @ KC 6,11/18/12,-3.5,-3,CIN,3.5,3,CIN
PHI 6 @ WAS 31,11/18/12,3.5,3.5,WAS,-3.5,-3.5,WAS
NYJ 27 @ STL 13,11/18/12,3,3.5,NYJ,-3,-3.5,NYJ
IND 24 @ NE 59,11/18/12,9.5,10,NE,-9.5,-10,NE
NO 38 @ OAK 17,11/18/12,-6.5,-6,NO,6.5,6,NO
SD 23 @ DEN 30,11/18/12,7,7.5,PUSH,-7,-7.5,SD
BAL 13 @ PIT 10,11/18/12,4,-3,BAL,-4,3,PUSH
CHI 7 @ SF 32,11/19/12,6.5,3.5,SF,-6.5,-3.5,SF
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 11 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NYJ 13 @ DEN 17,11/17/11,-5,-6,DEN,5,6,DEN
BUF 8 @ MIA 35,11/20/11,1,3,MIA,-1,-3,MIA
CIN 24 @ BAL 31,11/20/11,9,7,CIN,-9,-7,PUSH
JAC 10 @ CLE 14,11/20/11,1,1,CLE,-1,-1,CLE
OAK 27 @ MIN 21,11/20/11,1,1,OAK,-1,-1,OAK
CAR 35 @ DET 49,11/20/11,7,7,DET,-7,-7,DET
TB 26 @ GB 35,11/20/11,13,13.5,TB,-13,-13.5,TB
DAL 27 @ WAS 24,11/20/11,-9,-7,WAS,9,7,WAS
ARI 7 @ SF 23,11/20/11,10,10,SF,-10,-10,SF
SEA 24 @ STL 7,11/20/11,3,3,SEA,-3,-3,SEA
TEN 17 @ ATL 23,11/20/11,6.5,6,TEN,-6.5,-6,PUSH
SD 20 @ CHI 31,11/20/11,4,4.5,CHI,-4,-4.5,CHI
PHI 17 @ NYG 10,11/20/11,3.5,6,PHI,-3.5,-6,PHI
KC 3 @ NE 34,11/21/11,14.5,17,NE,-14.5,-17,NE
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 11 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CHI 16 @ MIA 0,11/18/10,0,3,CHI,0,-3,CHI
OAK 3 @ PIT 35,11/21/10,9.5,7,PIT,-9.5,-7,PIT
HOU 27 @ NYJ 30,11/21/10,8,7,HOU,-8,-7,HOU
BAL 37 @ CAR 13,11/21/10,-10,-13,BAL,10,13,BAL
WAS 19 @ TEN 16,11/21/10,8,7,WAS,-8,-7,WAS
DET 19 @ DAL 35,11/21/10,8.5,6,DAL,-8.5,-6,DAL
GB 31 @ MIN 3,11/21/10,-1,-3,GB,1,3,GB
BUF 49 @ CIN 31,11/21/10,5,4,BUF,-5,-4,BUF
CLE 20 @ JAC 24,11/21/10,1.5,3,JAC,-1.5,-3,JAC
ARI 13 @ KC 31,11/21/10,8.5,7,KC,-8.5,-7,KC
SEA 19 @ NO 34,11/21/10,13,11,NO,-13,-11,NO
ATL 34 @ STL 17,11/21/10,-3,-3,ATL,3,3,ATL
TB 21 @ SF 0,11/21/10,3,4,TB,-3,-4,TB
IND 28 @ NE 31,11/21/10,3,4,PUSH,-3,-4,IND
NYG 17 @ PHI 27,11/21/10,3,3,PHI,-3,-3,PHI
DEN 14 @ SD 35,11/22/10,9.5,9,SD,-9.5,-9,SD
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 11 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIA 24 @ CAR 17,11/19/09,3,3,MIA,-3,-3,MIA
CLE 37 @ DET 38,11/22/09,3.5,3,CLE,-3.5,-3,CLE
BUF 15 @ JAC 18,11/22/09,9,9,BUF,-9,-9,BUF
PIT 24 @ KC 27,11/22/09,-11,-11,KC,11,11,KC
IND 17 @ BAL 15,11/22/09,0,-1,IND,0,1,IND
ATL 31 @ NYG 34,11/22/09,7,8,ATL,-7,-8,ATL
SF 24 @ GB 30,11/22/09,5.5,6,GB,-5.5,-6,PUSH
SEA 9 @ MIN 35,11/22/09,12,11,MIN,-12,-11,MIN
WAS 6 @ DAL 7,11/22/09,13.5,11,WAS,-13.5,-11,WAS
NO 38 @ TB 7,11/22/09,-13,-11,NO,13,11,NO
ARI 21 @ STL 13,11/22/09,-10,-9,STL,10,9,STL
NYJ 14 @ NE 31,11/22/09,12,11,NE,-12,-11,NE
CIN 17 @ OAK 20,11/22/09,-10,-9,OAK,10,9,OAK
SD 32 @ DEN 3,11/22/09,-5,-6,SD,5,6,SD
PHI 24 @ CHI 20,11/22/09,-1,-3,PHI,1,3,PHI
TEN 20 @ HOU 17,11/23/09,3.5,3,TEN,-3.5,-3,TEN
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 11 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NYJ 34 @ NE 31,11/13/08,3,3,NYJ,-3,-3,NYJ
DEN 24 @ ATL 20,11/16/08,5.5,7,DEN,-5.5,-7,DEN
OAK 15 @ MIA 17,11/16/08,12,10,OAK,-12,-10,OAK
BAL 10 @ NYG 30,11/16/08,7,7,NYG,-7,-7,NYG
HOU 27 @ IND 33,11/16/08,10,8,HOU,-10,-8,HOU
CHI 3 @ GB 37,11/16/08,3.5,4,GB,-3.5,-4,GB
PHI 13 @ CIN 13,11/16/08,-10,-9,CIN,10,9,CIN
NO 30 @ KC 20,11/16/08,-4.5,-6,NO,4.5,6,NO
DET 22 @ CAR 31,11/16/08,15,14,DET,-15,-14,DET
MIN 13 @ TB 19,11/16/08,4,5,TB,-4,-5,TB
STL 16 @ SF 35,11/16/08,7,7,SF,-7,-7,SF
ARI 26 @ SEA 20,11/16/08,-2.5,-3,ARI,2.5,3,ARI
TEN 24 @ JAC 14,11/16/08,-2.5,-3,TEN,2.5,3,TEN
SD 10 @ PIT 11,11/16/08,3.5,5,SD,-3.5,-5,SD
DAL 14 @ WAS 10,11/16/08,0,-2,DAL,0,2,DAL
CLE 29 @ BUF 27,11/17/08,4.5,5,CLE,-4.5,-5,CLE
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 11 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SD 17 @ JAC 24,11/18/07,3,3,JAC,-3,-3,JAC
KC 10 @ IND 13,11/18/07,15,15,KC,-15,-15,KC
OAK 22 @ MIN 29,11/18/07,7,5,PUSH,-7,-5,MIN
CLE 33 @ BAL 30,11/18/07,-2.5,-1,CLE,2.5,1,CLE
TB 31 @ ATL 7,11/18/07,-3,-3,TB,3,3,TB
ARI 35 @ CIN 27,11/18/07,3.5,3,ARI,-3.5,-3,ARI
MIA 7 @ PHI 17,11/18/07,11,10,MIA,-11,-10,PUSH
CAR 17 @ GB 31,11/18/07,11,10,GB,-11,-10,GB
NYG 16 @ DET 10,11/18/07,0,-3,NYG,0,3,NYG
NO 10 @ HOU 23,11/18/07,-1,2,HOU,1,-2,HOU
PIT 16 @ NYJ 19,11/18/07,-10,-9,NYJ,10,9,NYJ
WAS 23 @ DAL 28,11/18/07,12,11,WAS,-12,-11,WAS
STL 13 @ SF 9,11/18/07,-3,-3,STL,3,3,STL
CHI 23 @ SEA 30,11/18/07,6,6,SEA,-6,-6,SEA
NE 56 @ BUF 10,11/18/07,-16,-16,NE,16,16,NE
TEN 20 @ DEN 34,11/19/07,2,1,DEN,-2,-1,DEN
,,,,,,,
NFL Week 12 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIN 13 @ DET 16,11/24/16,2.5,2,DET,-2.5,-2,DET
WAS 26 @ DAL 31,11/24/16,7,5.5,WAS,-7,-5.5,WAS
PIT 28 @ IND 7,11/24/16,-2.5,-8,PIT,2.5,8,PIT
NYG 27 @ CLE 13,11/27/16,-7,-6.5,NYG,7,6.5,NYG
SF 24 @ MIA 31,11/27/16,7.5,7,SF,-7.5,-7,PUSH
LA 21 @ NO 49,11/27/16,6.5,7.5,NO,-6.5,-7.5,NO
TEN 27 @ CHI 21,11/27/16,-1,-6.5,TEN,1,6.5,CHI
JAC 21 @ BUF 28,11/27/16,7,8.5,PUSH,-7,-8.5,JAC
ARI 19 @ ATL 38,11/27/16,4,3.5,ATL,-4,-3.5,ATL
CIN 14 @ BAL 19,11/27/16,3.5,3.5,BAL,-3.5,-3.5,BAL
SD 21 @ HOU 13,11/27/16,1,-2.5,SD,-1,2.5,SD
SEA 5 @ TB 14,11/27/16,-5.5,-5,TB,5.5,5,TB
KC 30 @ DEN 27,11/27/16,3.5,3.5,KC,-3.5,-3.5,KC
CAR 32 @ OAK 35,11/27/16,3.5,3.5,CAR,-3.5,-3.5,CAR
NE 22 @ NYJ 17,11/27/16,-8.5,-9,NYJ,8.5,9,NYJ
GB 27 @ PHI 13,11/28/16,3.5,4,GB,-3.5,-4,GB
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
PHI 14 @ DET 45,11/26/15,-1,3,DET,1,-3,DET
CAR 33 @ DAL 14,11/26/15,1.5,-1,CAR,-1.5,1,CAR
CHI 17 @ GB 13,11/26/15,8,7.5,CHI,-8,-7.5,CHI
NO 6 @ HOU 24,11/29/15,3,3.5,HOU,-3,-3.5,HOU
BUF 22 @ KC 30,11/29/15,6,4.5,KC,-6,-4.5,KC
SD 31 @ JAC 25,11/29/15,5,5,SD,-5,-5,SD
MIN 20 @ ATL 10,11/29/15,2.5,2,MIN,-2.5,-2,MIN
MIA 20 @ NYJ 38,11/29/15,3.5,4.5,NYJ,-3.5,-4.5,NYJ
NYG 14 @ WAS 20,11/29/15,-1,-1,WAS,1,1,WAS
OAK 24 @ TEN 21,11/29/15,-2,-1,OAK,2,1,OAK
STL 7 @ CIN 31,11/29/15,9,10.5,CIN,-9,-10.5,CIN
TB 12 @ IND 25,11/29/15,3,3,IND,-3,-3,IND
ARI 19 @ SF 13,11/29/15,-10.5,-7.5,SF,10.5,7.5,SF
PIT 30 @ SEA 39,11/29/15,4,3,SEA,-4,-3,SEA
NE 24 @ DEN 30,11/29/15,-5,-2.5,DEN,5,2.5,DEN
BAL 33 @ CLE 27,11/30/15,1,6,BAL,-1,-6,BAL
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
KC 20 @ OAK 24,11/20/14,-6,-7.5,OAK,6,7.5,OAK
CLE 26 @ ATL 24,11/23/14,3,3,CLE,-3,-3,CLE
TEN 24 @ PHI 43,11/23/14,11,11,PHI,-11,-11,PHI
DET 9 @ NE 34,11/23/14,7,7.5,NE,-7,-7.5,NE
GB 24 @ MIN 21,11/23/14,-10,-7.5,MIN,10,7.5,MIN
JAC 3 @ IND 23,11/23/14,13.5,13,IND,-13.5,-13,IND
CIN 22 @ HOU 13,11/23/14,2,3,CIN,-2,-3,CIN
TB 13 @ CHI 21,11/23/14,5.5,4,CHI,-5.5,-4,CHI
ARI 3 @ SEA 19,11/23/14,7,7.5,SEA,-7,-7.5,SEA
STL 24 @ SD 27,11/23/14,6.5,4,STL,-6.5,-4,STL
MIA 36 @ DEN 39,11/23/14,7.5,6.5,MIA,-7.5,-6.5,MIA
WAS 13 @ SF 17,11/23/14,8,9,WAS,-8,-9,WAS
DAL 31 @ NYG 28,11/23/14,-3,-4,PUSH,3,4,NYG
NYJ 3 @ BUF 38,11/23/14,4,2.5,BUF,-4,-2.5,BUF
BAL 34 @ NO 27,11/24/14,3.5,2.5,BAL,-3.5,-2.5,BAL
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 12 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NO 17 @ ATL 13,11/21/13,-7,-7.5,ATL,7,7.5,ATL
PIT 27 @ CLE 11,11/24/13,1,2.5,PIT,-1,-2.5,PIT
TB 24 @ DET 21,11/24/13,10,7,TB,-10,-7,TB
MIN 26 @ GB 26,11/24/13,5,6,MIN,-5,-6,MIN
JAC 13 @ HOU 6,11/24/13,11,10.5,JAC,-11,-10.5,JAC
NYJ 3 @ BAL 19,11/24/13,3,4,BAL,-3,-4,BAL
SD 41 @ KC 38,11/24/13,5,3.5,SD,-5,-3.5,SD
CHI 21 @ STL 42,11/24/13,1,1,STL,-1,-1,STL
CAR 20 @ MIA 16,11/24/13,-4,-4.5,PUSH,4,4.5,MIA
IND 11 @ ARI 40,11/24/13,1,3.5,ARI,-1,-3.5,ARI
TEN 23 @ OAK 19,11/24/13,1,-2.5,TEN,-1,2.5,TEN
DAL 24 @ NYG 21,11/24/13,1,1,DAL,-1,-1,DAL
DEN 31 @ NE 34,11/24/13,-1,1,NE,1,-1,NE
SF 6 @ WAS 27,11/25/13,-4.5,-5.5,WAS,4.5,5.5,WAS
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 12 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
HOU 34 @ DET 31,11/22/12,-3.5,-3.5,DET,3.5,3.5,DET
WAS 38 @ DAL 31,11/22/12,4.5,3.5,WAS,-4.5,-3.5,WAS
NE 49 @ NYJ 19,11/22/12,-7,-7,NE,7,7,NE
BUF 13 @ IND 20,11/25/12,3,2,IND,-3,-2,IND
PIT 14 @ CLE 20,11/25/12,-1,-1,CLE,1,1,CLE
OAK 10 @ CIN 34,11/25/12,7,9.5,CIN,-7,-9.5,CIN
MIN 10 @ CHI 28,11/25/12,6.5,6.5,CHI,-6.5,-6.5,CHI
TEN 19 @ JAC 24,11/25/12,-3,-3.5,JAC,3,3.5,JAC
ATL 24 @ TB 23,11/25/12,0,-1,ATL,0,1,PUSH
SEA 21 @ MIA 24,11/25/12,-1,-3,MIA,1,3,MIA
DEN 17 @ KC 9,11/25/12,-10,-10,KC,10,10,KC
BAL 16 @ SD 13,11/25/12,-1,-1,BAL,1,1,BAL
SF 31 @ NO 21,11/25/12,0,-1,SF,0,1,SF
STL 31 @ ARI 17,11/25/12,1,1,STL,-1,-1,STL
GB 10 @ NYG 38,11/25/12,1,1.5,NYG,-1,-1.5,NYG
CAR 30 @ PHI 22,11/26/12,-1,-3,CAR,1,3,CAR
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
GB 27 @ DET 15,11/24/11,-7,-5,GB,7,5,GB
MIA 19 @ DAL 20,11/24/11,9,7,MIA,-9,-7,MIA
SF 6 @ BAL 16,11/24/11,4.5,3.5,BAL,-4.5,-3.5,BAL
BUF 24 @ NYJ 28,11/27/11,9,9,BUF,-9,-9,BUF
CLE 20 @ CIN 23,11/27/11,7,7,CLE,-7,-7,CLE
HOU 20 @ JAC 13,11/27/11,-3.5,-7,HOU,3.5,7,PUSH
CAR 27 @ IND 19,11/27/11,-3.5,-4,CAR,3.5,4,CAR
TB 17 @ TEN 23,11/27/11,3.5,3,TEN,-3.5,-3,TEN
CHI 20 @ OAK 25,11/27/11,-1,3,OAK,1,-3,OAK
WAS 23 @ SEA 17,11/27/11,5,3,WAS,-5,-3,WAS
DEN 16 @ SD 13,11/27/11,6.5,4.5,DEN,-6.5,-4.5,DEN
NE 38 @ PHI 20,11/27/11,-3,-3,NE,3,3,NE
ARI 23 @ STL 20,11/27/11,3,3,ARI,-3,-3,ARI
MIN 14 @ ATL 24,11/27/11,9,10,ATL,-9,-10,PUSH
PIT 13 @ KC 9,11/27/11,-10.5,-10.5,KC,10.5,10.5,KC
NYG 24 @ NO 49,11/28/11,6.5,7,NO,-6.5,-7,NO
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NE 45 @ DET 24,11/25/10,-8.5,-6,NE,8.5,6,NE
NO 30 @ DAL 27,11/25/10,-3,-5,PUSH,3,5,DAL
CIN 10 @ NYJ 26,11/25/10,10.5,10,NYJ,-10.5,-10,NYJ
MIN 17 @ WAS 13,11/28/10,1,-3,MIN,-1,3,MIN
PIT 19 @ BUF 16,11/28/10,-6,-7,BUF,6,7,BUF
TEN 0 @ HOU 20,11/28/10,7,5,HOU,-7,-5,HOU
JAC 20 @ NYG 24,11/28/10,10,8,JAC,-10,-8,JAC
CAR 23 @ CLE 24,11/28/10,11,8,CAR,-11,-8,CAR
GB 17 @ ATL 20,11/28/10,0,3,ATL,0,-3,PUSH
MIA 33 @ OAK 17,11/28/10,0,3,MIA,0,-3,MIA
KC 42 @ SEA 24,11/28/10,0,-2,KC,0,2,KC
TB 10 @ BAL 17,11/28/10,9.5,8,TB,-9.5,-8,TB
PHI 26 @ CHI 31,11/28/10,-3,-3,CHI,3,3,CHI
STL 36 @ DEN 33,11/28/10,4,3,STL,-4,-3,STL
SD 36 @ IND 14,11/28/10,2.5,2,SD,-2.5,-2,SD
SF 27 @ ARI 6,11/29/10,0,-2,SF,0,2,SF
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
GB 34 @ DET 12,11/26/09,-12,-11,GB,12,11,GB
OAK 7 @ DAL 24,11/26/09,15,14,DAL,-15,-14,DAL
NYG 6 @ DEN 26,11/26/09,-5.5,-5,DEN,5.5,5,DEN
IND 35 @ HOU 27,11/29/09,-3,-3,IND,3,3,IND
CLE 7 @ CIN 16,11/29/09,15,12,CLE,-15,-12,CLE
WAS 24 @ PHI 27,11/29/09,10,10,WAS,-10,-10,WAS
MIA 14 @ BUF 31,11/29/09,-3,-4,BUF,3,4,BUF
SEA 27 @ STL 17,11/29/09,-2.5,-3,SEA,2.5,3,SEA
TB 17 @ ATL 20,11/29/09,12.5,13,TB,-12.5,-13,TB
CAR 6 @ NYJ 17,11/29/09,2.5,3,NYJ,-2.5,-3,NYJ
JAC 3 @ SF 20,11/29/09,3,3,SF,-3,-3,SF
KC 14 @ SD 43,11/29/09,14.5,13,SD,-14.5,-13,SD
CHI 10 @ MIN 36,11/29/09,12,10,MIN,-12,-10,MIN
ARI 17 @ TEN 20,11/29/09,0,3,TEN,0,-3,PUSH
PIT 17 @ BAL 20,11/29/09,9,8,PIT,-9,-8,PIT
NE 17 @ NO 38,11/30/09,2.5,2,NO,-2.5,-2,NO
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CIN 10 @ PIT 27,11/20/08,11,12,PIT,-11,-12,PIT
HOU 16 @ CLE 6,11/23/08,3,3,HOU,-3,-3,HOU
BUF 54 @ KC 31,11/23/08,-3,-3,BUF,3,3,BUF
NYJ 34 @ TEN 13,11/23/08,5,6,NYJ,-5,-6,NYJ
NE 48 @ MIA 28,11/23/08,2,-2,NE,-2,2,NE
SF 22 @ DAL 35,11/23/08,12,10,DAL,-12,-10,DAL
TB 38 @ DET 20,11/23/08,-10,-8,TB,10,8,TB
PHI 7 @ BAL 36,11/23/08,0,2,BAL,0,-2,BAL
CHI 27 @ STL 3,11/23/08,-9,-7,CHI,9,7,CHI
MIN 30 @ JAC 12,11/23/08,0,2,MIN,0,-2,MIN
OAK 31 @ DEN 10,11/23/08,11,9,OAK,-11,-9,OAK
CAR 28 @ ATL 45,11/23/08,0,-1,ATL,0,1,ATL
WAS 20 @ SEA 17,11/23/08,-3.5,-3,SEA,3.5,3,PUSH
NYG 37 @ ARI 29,11/23/08,-3,-3,NYG,3,3,NYG
IND 23 @ SD 20,11/23/08,2.5,3,IND,-2.5,-3,IND
GB 29 @ NO 51,11/24/08,2.5,0,NO,-2.5,0,NO
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 12 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
GB 37 @ DET 26,11/22/07,-3,-3,GB,3,3,GB
NYJ 3 @ DAL 34,11/22/07,14.5,14,DAL,-14.5,-14,DAL
IND 31 @ ATL 13,11/22/07,-12,-13,IND,12,13,IND
TEN 6 @ CIN 35,11/25/07,-1.5,0,CIN,1.5,0,CIN
BUF 14 @ JAC 36,11/25/07,9,9,JAC,-9,-9,JAC
OAK 20 @ KC 17,11/25/07,7,4,OAK,-7,-4,OAK
HOU 17 @ CLE 27,11/25/07,4,3,CLE,-4,-3,CLE
SEA 24 @ STL 19,11/25/07,-3,-3,SEA,3,3,SEA
MIN 41 @ NYG 17,11/25/07,9,7,MIN,-9,-7,MIN
NO 31 @ CAR 6,11/25/07,-3,-3,NO,3,3,NO
WAS 13 @ TB 19,11/25/07,3,3,TB,-3,-3,TB
SF 37 @ ARI 31,11/25/07,12,10,SF,-12,-10,SF
DEN 34 @ CHI 37,11/25/07,2,1,CHI,-2,-1,CHI
BAL 14 @ SD 32,11/25/07,10.5,10,SD,-10.5,-10,SD
PHI 28 @ NE 31,11/25/07,22,24,PHI,-22,-24,PHI
MIA 0 @ PIT 3,11/26/07,16.5,15,MIA,-16.5,-15,MIA
,,,,,,,
NFL Week 13 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
