NFL Week 1 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DET 10 @ MIN 12,10/12/08,14,13,DET,-14,-13,DET
CHI 20 @ ATL 22,10/12/08,-1,-3,ATL,1,3,ATL
MIA 28 @ HOU 29,10/12/08,3,3,MIA,-3,-3,MIA
STL 19 @ WAS 17,10/12/08,15,12,STL,-15,-12,STL
JAC 24 @ DEN 17,10/12/08,3,3,JAC,-3,-3,JAC
PHI 40 @ SF 26,10/12/08,-4.5,-6,PHI,4.5,6,PHI
DAL 24 @ ARI 30,10/12/08,-7,-5,ARI,7,5,ARI
GB 27 @ SEA 17,10/12/08,2,0,GB,-2,0,GB
NE 10 @ SD 30,10/12/08,5.5,6,SD,-5.5,-6,SD
NYG 14 @ CLE 35,10/13/08,-8,-8,CLE,8,8,CLE
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 6 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CIN 20 @ KC 27,10/14/07,-3,-3,KC,3,3,KC
HOU 17 @ JAC 37,10/14/07,8,6,JAC,-8,-6,JAC
MIA 31 @ CLE 41,10/14/07,5.5,4,CLE,-5.5,-4,CLE
MIN 34 @ CHI 31,10/14/07,6,4,MIN,-6,-4,MIN
PHI 16 @ NYJ 9,10/14/07,-2.5,-4,PHI,2.5,4,PHI
STL 3 @ BAL 22,10/14/07,10,9,BAL,-10,-9,BAL
TEN 10 @ TB 13,10/14/07,2.5,2,TB,-2.5,-2,TB
WAS 14 @ GB 17,10/14/07,3,3,PUSH,-3,-3,PUSH
CAR 25 @ ARI 10,10/14/07,3.5,6,CAR,-3.5,-6,CAR
NE 48 @ DAL 27,10/14/07,-4,-5,NE,4,5,NE
OAK 14 @ SD 28,10/14/07,11,10,SD,-11,-10,SD
NO 28 @ SEA 17,10/14/07,8,6,NO,-8,-6,NO
NYG 31 @ ATL 10,10/15/07,-3,-5,NYG,3,5,NYG
,,,,,,,
NFL Week 7 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CHI 10 @ GB 26,10/20/16,9,7.5,GB,-9,-7.5,GB
NYG 17 @ LA 10,10/23/16,-2.5,-3,NYG,2.5,3,NYG
WAS 17 @ DET 20,10/23/16,1.5,-1,DET,-1.5,1,DET
MIN 10 @ PHI 21,10/23/16,-1,-2.5,PHI,1,2.5,PHI
CLE 17 @ CIN 31,10/23/16,10,11.5,CIN,-10,-11.5,CIN
IND 14 @ TEN 26,10/23/16,2.5,4,TEN,-2.5,-4,TEN
BAL 16 @ NYJ 24,10/23/16,1,2,NYJ,-1,-2,NYJ
OAK 33 @ JAC 16,10/23/16,1,1.5,OAK,-1,-1.5,OAK
NO 21 @ KC 27,10/23/16,7,6,NO,-7,-6,PUSH
BUF 25 @ MIA 28,10/23/16,-3,-2.5,MIA,3,2.5,MIA
SD 33 @ ATL 30,10/23/16,6.5,4.5,SD,-6.5,-4.5,SD
TB 34 @ SF 17,10/23/16,-2,1,TB,2,-1,TB
NE 27 @ PIT 16,10/23/16,-7.5,-7.5,NE,7.5,7.5,NE
SEA 6 @ ARI 6,10/23/16,2,2.5,SEA,-2,-2.5,SEA
HOU 9 @ DEN 27,10/24/16,7.5,8.5,DEN,-7.5,-8.5,DEN
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 7 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SEA 20 @ SF 3,10/22/15,-4.5,-6.5,SEA,4.5,6.5,SEA
BUF 31 @ JAC 34,10/25/15,-4.5,-3.5,JAC,4.5,3.5,JAC
PIT 13 @ KC 23,10/25/15,2,4,KC,-2,-4,KC
HOU 26 @ MIA 44,10/25/15,5,4.5,MIA,-5,-4.5,MIA
ATL 10 @ TEN 7,10/25/15,-3.5,-5.5,TEN,3.5,5.5,TEN
MIN 28 @ DET 19,10/25/15,-1.5,1,MIN,1.5,-1,MIN
NO 27 @ IND 21,10/25/15,6,5.5,NO,-6,-5.5,NO
NYJ 23 @ NE 30,10/25/15,10,7,NYJ,-10,-7,PUSH
CLE 6 @ STL 24,10/25/15,5.5,6.5,STL,-5.5,-6.5,STL
TB 30 @ WAS 31,10/25/15,3.5,3,TB,-3.5,-3,TB
OAK 37 @ SD 29,10/25/15,5,3.5,OAK,-5,-3.5,OAK
DAL 20 @ NYG 27,10/25/15,5,3,NYG,-5,-3,NYG
PHI 16 @ CAR 27,10/25/15,3.5,3,CAR,-3.5,-3,CAR
BAL 18 @ ARI 26,10/26/15,7.5,10,ARI,-7.5,-10,BAL
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 7 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NYJ 25 @ NE 27,10/16/14,8.5,9.5,NYJ,-8.5,-9.5,NYJ
ATL 7 @ BAL 29,10/19/14,6.5,7,BAL,-6.5,-7,BAL
TEN 17 @ WAS 19,10/19/14,4,6,TEN,-4,-6,TEN
SEA 26 @ STL 28,10/19/14,-6.5,-7,STL,6.5,7,STL
CLE 6 @ JAC 24,10/19/14,-4,-4,JAC,4,4,JAC
CIN 0 @ IND 27,10/19/14,3,3,IND,-3,-3,IND
MIN 16 @ BUF 17,10/19/14,4,7,MIN,-4,-7,MIN
MIA 27 @ CHI 14,10/19/14,3,3,MIA,-3,-3,MIA
NO 23 @ DET 24,10/19/14,2.5,1.5,NO,-2.5,-1.5,NO
CAR 17 @ GB 38,10/19/14,7,6.5,GB,-7,-6.5,GB
KC 23 @ SD 20,10/19/14,5.5,3,KC,-5.5,-3,KC
ARI 24 @ OAK 13,10/19/14,-3.5,-3.5,ARI,3.5,3.5,ARI
NYG 21 @ DAL 31,10/19/14,5,5,DAL,-5,-5,DAL
SF 17 @ DEN 42,10/19/14,7,7,DEN,-7,-7,DEN
HOU 23 @ PIT 30,10/20/14,4,3,PIT,-4,-3,PIT
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 7 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SEA 34 @ ARI 22,10/17/13,-4.5,-5,SEA,4.5,5,SEA
TB 23 @ ATL 31,10/20/13,7,6,ATL,-7,-6,ATL
CHI 41 @ WAS 45,10/20/13,1,-1,WAS,-1,1,WAS
DAL 17 @ PHI 3,10/20/13,3,3,DAL,-3,-3,DAL
NE 27 @ NYJ 30,10/20/13,-3.5,-3.5,NYJ,3.5,3.5,NYJ
BUF 23 @ MIA 21,10/20/13,9.5,6,BUF,-9.5,-6,BUF
STL 15 @ CAR 30,10/20/13,6,8,CAR,-6,-8,CAR
CIN 27 @ DET 24,10/20/13,1,2.5,CIN,-1,-2.5,CIN
SD 24 @ JAC 6,10/20/13,-7,-7.5,SD,7,7.5,SD
HOU 16 @ KC 17,10/20/13,5,7,HOU,-5,-7,HOU
SF 31 @ TEN 17,10/20/13,-4.5,-3,SF,4.5,3,SF
BAL 16 @ PIT 19,10/20/13,1,-2.5,PIT,-1,2.5,PIT
CLE 13 @ GB 31,10/20/13,11,7.5,GB,-11,-7.5,GB
DEN 33 @ IND 39,10/20/13,-5.5,-6,IND,5.5,6,IND
MIN 7 @ NYG 23,10/21/13,2.5,4,NYG,-2.5,-4,NYG
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 7 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SEA 6 @ SF 13,10/18/12,8.5,7.5,SEA,-8.5,-7.5,SEA
DAL 19 @ CAR 14,10/21/12,-1,-2.5,DAL,1,2.5,DAL
BAL 13 @ HOU 43,10/21/12,4.5,6.5,HOU,-4.5,-6.5,HOU
CLE 13 @ IND 17,10/21/12,3,1,IND,-3,-1,IND
ARI 14 @ MIN 21,10/21/12,5,7,MIN,-5,-7,PUSH
TEN 35 @ BUF 34,10/21/12,3,4,TEN,-3,-4,TEN
WAS 23 @ NYG 27,10/21/12,7.5,6.5,WAS,-7.5,-6.5,WAS
NO 35 @ TB 28,10/21/12,-3,-1,NO,3,1,NO
GB 30 @ STL 20,10/21/12,-5,-4,GB,5,4,GB
NYJ 26 @ NE 29,10/21/12,12.5,11,NYJ,-12.5,-11,NYJ
JAC 23 @ OAK 26,10/21/12,4,6,JAC,-4,-6,JAC
PIT 24 @ CIN 17,10/21/12,-1,-1,PIT,1,1,PIT
DET 7 @ CHI 13,10/22/12,6,6.5,PUSH,-6,-6.5,DET
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 7 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CHI 24 @ TB 18,10/23/11,1.5,-1.5,CHI,-1.5,1.5,CHI
WAS 20 @ CAR 33,10/23/11,3,1.5,CAR,-3,-1.5,CAR
SD 21 @ NYJ 27,10/23/11,1,-1,NYJ,-1,1,NYJ
SEA 3 @ CLE 6,10/23/11,3,3,PUSH,-3,-3,PUSH
HOU 41 @ TEN 7,10/23/11,3,3,HOU,-3,-3,HOU
DEN 18 @ MIA 15,10/23/11,3,-1,DEN,-3,1,DEN
ATL 23 @ DET 16,10/23/11,4.5,4.5,ATL,-4.5,-4.5,ATL
KC 28 @ OAK 0,10/23/11,3.5,3.5,KC,-3.5,-3.5,KC
PIT 32 @ ARI 20,10/23/11,-4,-4,PIT,4,4,PIT
STL 7 @ DAL 34,10/23/11,10.5,14,DAL,-10.5,-14,DAL
GB 33 @ MIN 27,10/23/11,-9.5,-10,MIN,9.5,10,MIN
IND 7 @ NO 62,10/23/11,14,13.5,NO,-14,-13.5,NO
BAL 7 @ JAC 12,10/24/11,-9,-10,JAC,9,10,JAC
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 7 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
PIT 23 @ MIA 22,10/24/10,-2.5,-3,MIA,2.5,3,MIA
CIN 32 @ ATL 39,10/24/10,4.5,3,ATL,-4.5,-3,ATL
JAC 20 @ KC 42,10/24/10,9,9,KC,-9,-9,KC
PHI 19 @ TEN 37,10/24/10,2.5,3,TEN,-2.5,-3,TEN
WAS 17 @ CHI 14,10/24/10,2.5,3,WAS,-2.5,-3,WAS
CLE 30 @ NO 17,10/24/10,15,13,CLE,-15,-13,CLE
BUF 34 @ BAL 37,10/24/10,14,13,BUF,-14,-13,BUF
SF 20 @ CAR 23,10/24/10,-2.5,-2,CAR,2.5,2,CAR
STL 17 @ TB 18,10/24/10,0,3,TB,0,-3,STL
ARI 10 @ SEA 22,10/24/10,4.5,7,SEA,-4.5,-7,SEA
NE 23 @ SD 20,10/24/10,3.5,3,NE,-3.5,-3,NE
OAK 59 @ DEN 14,10/24/10,8,7,OAK,-8,-7,OAK
MIN 24 @ GB 28,10/24/10,3,3,GB,-3,-3,GB
NYG 41 @ DAL 35,10/25/10,2.5,4,NYG,-2.5,-4,NYG
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 7 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SD 37 @ KC 7,10/25/09,-4.5,-6,SD,4.5,6,SD
IND 42 @ STL 6,10/25/09,-13,-14,IND,13,14,IND
GB 31 @ CLE 3,10/25/09,-7.5,-9,GB,7.5,9,GB
MIN 17 @ PIT 27,10/25/09,3.5,6,PIT,-3.5,-6,PIT
NE 35 @ TB 7,10/25/09,-15,-16,NE,15,16,NE
SF 21 @ HOU 24,10/25/09,3,3,PUSH,-3,-3,PUSH
NYJ 38 @ OAK 0,10/25/09,-8,-6,NYJ,8,6,NYJ
BUF 20 @ CAR 9,10/25/09,7.5,7,BUF,-7.5,-7,BUF
CHI 10 @ CIN 45,10/25/09,1,-2,CIN,-1,2,CIN
NO 46 @ MIA 34,10/25/09,-7,-6,NO,7,6,NO
ATL 21 @ DAL 37,10/25/09,3,5,DAL,-3,-5,DAL
ARI 24 @ NYG 17,10/25/09,7.5,8,ARI,-7.5,-8,ARI
PHI 27 @ WAS 17,10/26/09,-6.5,-9,PHI,6.5,9,PHI
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 7 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
TEN 34 @ KC 10,10/19/08,-8,-9,TEN,8,9,TEN
SD 14 @ BUF 23,10/19/08,-1,-1,BUF,1,1,BUF
PIT 38 @ CIN 10,10/19/08,-11,-8,PIT,11,8,PIT
BAL 27 @ MIA 13,10/19/08,3,3,BAL,-3,-3,BAL
DAL 14 @ STL 34,10/19/08,-12,-8,STL,12,8,STL
MIN 41 @ CHI 48,10/19/08,3,3,CHI,-3,-3,CHI
NO 7 @ CAR 30,10/19/08,3,3,CAR,-3,-3,CAR
SF 17 @ NYG 29,10/19/08,13,10,SF,-13,-10,NYG
DET 21 @ HOU 28,10/19/08,10,11,DET,-10,-11,DET
NYJ 13 @ OAK 16,10/19/08,-3,-3,OAK,3,3,OAK
CLE 11 @ WAS 14,10/19/08,7.5,7,CLE,-7.5,-7,CLE
IND 14 @ GB 34,10/19/08,0,-3,GB,0,3,GB
SEA 10 @ TB 20,10/19/08,12,11,SEA,-12,-11,SEA
DEN 7 @ NE 41,10/20/08,3.5,3,NE,-3.5,-3,NE
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 7 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
ARI 19 @ WAS 21,10/21/07,6,8,ARI,-6,-8,ARI
ATL 16 @ NO 22,10/21/07,9,8,ATL,-9,-8,ATL
BAL 14 @ BUF 19,10/21/07,-3,-3,BUF,3,3,BUF
NE 49 @ MIA 28,10/21/07,-16,-16,NE,16,16,NE
SF 15 @ NYG 33,10/21/07,10,10,NYG,-10,-10,NYG
TB 16 @ DET 23,10/21/07,1,3,DET,-1,-3,DET
TEN 38 @ HOU 36,10/21/07,-1,3,TEN,1,-3,TEN
KC 12 @ OAK 10,10/21/07,1.5,2,KC,-1.5,-2,KC
NYJ 31 @ CIN 38,10/21/07,6,6,CIN,-6,-6,CIN
MIN 14 @ DAL 24,10/21/07,11,10,MIN,-11,-10,PUSH
CHI 19 @ PHI 16,10/21/07,5,6,CHI,-5,-6,CHI
STL 6 @ SEA 33,10/21/07,10,8,SEA,-10,-8,SEA
PIT 28 @ DEN 31,10/21/07,-3.5,-4,DEN,3.5,4,DEN
IND 29 @ JAC 7,10/22/07,-2,-3,IND,2,3,IND
,,,,,,,
NFL Week 8 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
JAC 22 @ TEN 36,10/27/16,3.5,3,TEN,-3.5,-3,TEN
WAS 27 @ CIN 27,10/30/16,2.5,3,WAS,-2.5,-3,WAS
NYJ 31 @ CLE 28,10/30/16,-3,-2.5,PUSH,3,2.5,NYJ
SEA 20 @ NO 25,10/30/16,-3.5,-1,NO,3.5,1,NO
NE 41 @ BUF 25,10/30/16,-5,-5.5,NE,5,5.5,NE
GB 32 @ ATL 33,10/30/16,2.5,3,GB,-2.5,-3,GB
OAK 30 @ TB 24,10/30/16,0,1,OAK,0,-1,OAK
KC 30 @ IND 14,10/30/16,-2.5,-3,KC,2.5,3,KC
DET 13 @ HOU 20,10/30/16,2.5,1,HOU,-2.5,-1,HOU
SD 19 @ DEN 27,10/30/16,6,3.5,DEN,-6,-3.5,DEN
ARI 20 @ CAR 30,10/30/16,2.5,2.5,CAR,-2.5,-2.5,CAR
PHI 23 @ DAL 29,10/30/16,4.5,5,DAL,-4.5,-5,DAL
MIN 10 @ CHI 20,10/31/16,-5,-5.5,CHI,5,5.5,CHI
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 8 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
MIA 7 @ NE 36,10/29/15,8.5,8,NE,-8.5,-8,NE
DET 10 @ KC 45,11/1/15,6,3,KC,-6,-3,KC
MIN 23 @ CHI 20,11/1/15,-2.5,-1,MIN,2.5,1,MIN
ARI 34 @ CLE 20,11/1/15,-5,-7,ARI,5,7,ARI
SD 26 @ BAL 29,11/1/15,3,4.5,PUSH,-3,-4.5,SD
NYG 49 @ NO 52,11/1/15,3.5,3,NYG,-3.5,-3,PUSH
TEN 6 @ HOU 20,11/1/15,4.5,3.5,HOU,-4.5,-3.5,HOU
CIN 16 @ PIT 10,11/1/15,-1.5,1,CIN,1.5,-1,CIN
SF 6 @ STL 27,11/1/15,8,8,STL,-8,-8,STL
TB 23 @ ATL 20,11/1/15,7.5,8,TB,-7.5,-8,TB
NYJ 20 @ OAK 34,11/1/15,-2.5,-3,OAK,2.5,3,OAK
SEA 13 @ DAL 12,11/1/15,-5.5,-4.5,DAL,5.5,4.5,DAL
GB 10 @ DEN 29,11/1/15,-2.5,-2.5,DEN,2.5,2.5,DEN
IND 26 @ CAR 29,11/2/15,6.5,5,IND,-6.5,-5,IND
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 8 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
SD 21 @ DEN 35,10/23/14,7.5,9,DEN,-7.5,-9,DEN
DET 22 @ ATL 21,10/26/14,-3.5,-3.5,ATL,3.5,3.5,ATL
STL 7 @ KC 34,10/26/14,6,7.5,KC,-6,-7.5,KC
HOU 30 @ TEN 16,10/26/14,-1,-3.5,HOU,1,3.5,HOU
MIN 19 @ TB 13,10/26/14,2.5,1,MIN,-2.5,-1,MIN
SEA 13 @ CAR 9,10/26/14,-3.5,-6,SEA,3.5,6,CAR
BAL 24 @ CIN 27,10/26/14,3,-2.5,PUSH,-3,2.5,CIN
MIA 27 @ JAC 13,10/26/14,-4.5,-7,MIA,4.5,7,MIA
CHI 23 @ NE 51,10/26/14,7,5.5,NE,-7,-5.5,NE
BUF 43 @ NYJ 23,10/26/14,2.5,3,BUF,-2.5,-3,BUF
PHI 20 @ ARI 24,10/26/14,2.5,1,ARI,-2.5,-1,ARI
OAK 13 @ CLE 23,10/26/14,7,6.5,CLE,-7,-6.5,CLE
IND 34 @ PIT 51,10/26/14,-2.5,-5,PIT,2.5,5,PIT
GB 23 @ NO 44,10/26/14,0,2,NO,0,-2,NO
WAS 20 @ DAL 17,10/27/14,7.5,9.5,WAS,-7.5,-9.5,WAS
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 8 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CAR 31 @ TB 13,10/24/13,-6.5,-6.5,CAR,6.5,6.5,CAR
SF 42 @ JAC 10,10/27/13,-16.5,-16,SF,16.5,16,SF
CLE 17 @ KC 23,10/27/13,9.5,7,CLE,-9.5,-7,CLE
MIA 17 @ NE 27,10/27/13,7,6.5,NE,-7,-6.5,NE
BUF 17 @ NO 35,10/27/13,12.5,10.5,NO,-12.5,-10.5,NO
DAL 30 @ DET 31,10/27/13,3,3,DAL,-3,-3,DAL
NYG 15 @ PHI 7,10/27/13,5.5,5.5,NYG,-5.5,-5.5,NYG
NYJ 9 @ CIN 49,10/27/13,6.5,6,CIN,-6.5,-6,CIN
PIT 18 @ OAK 21,10/27/13,-3,-2.5,OAK,3,2.5,OAK
ATL 13 @ ARI 27,10/27/13,2.5,2.5,ARI,-2.5,-2.5,ARI
WAS 21 @ DEN 45,10/27/13,13,11,DEN,-13,-11,DEN
GB 44 @ MIN 31,10/27/13,-10,-7,GB,10,7,GB
SEA 14 @ STL 9,10/28/13,-10,-13,STL,10,13,STL
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 8 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
TB 36 @ MIN 17,10/25/12,8,5,TB,-8,-5,TB
SD 6 @ CLE 7,10/28/12,-2.5,-2.5,CLE,2.5,2.5,CLE
SEA 24 @ DET 28,10/28/12,2.5,3,DET,-2.5,-3,DET
JAC 15 @ GB 24,10/28/12,13,15,JAC,-13,-15,JAC
MIA 30 @ NYJ 9,10/28/12,2.5,1,MIA,-2.5,-1,MIA
CAR 22 @ CHI 23,10/28/12,10,7,CAR,-10,-7,CAR
ATL 30 @ PHI 17,10/28/12,1,1.5,ATL,-1,-1.5,ATL
IND 19 @ TEN 13,10/28/12,3,3.5,IND,-3,-3.5,IND
NE 45 @ STL 7,10/28/12,-8,-7.5,NE,8,7.5,NE
WAS 12 @ PIT 27,10/28/12,4,4.5,PIT,-4,-4.5,PIT
OAK 26 @ KC 16,10/28/12,1,1,OAK,-1,-1,OAK
NYG 29 @ DAL 24,10/28/12,1,-1.5,NYG,-1,1.5,NYG
NO 14 @ DEN 34,10/28/12,5,6.5,DEN,-5,-6.5,DEN
SF 24 @ ARI 3,10/29/12,-7.5,-7.5,SF,7.5,7.5,SF
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 8 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 10 @ TEN 27,10/30/11,9.5,9,TEN,-9.5,-9,TEN
JAC 14 @ HOU 24,10/30/11,9.5,9.5,HOU,-9.5,-9.5,HOU
MIN 24 @ CAR 21,10/30/11,4,3.5,MIN,-4,-3.5,MIN
NO 21 @ STL 31,10/30/11,-13,-13.5,STL,13,13.5,STL
ARI 27 @ BAL 30,10/30/11,13,12.5,ARI,-13,-12.5,ARI
MIA 17 @ NYG 20,10/30/11,10,9.5,MIA,-10,-9.5,MIA
WAS 0 @ BUF 23,10/30/11,4,4.5,BUF,-4,-4.5,BUF
DET 45 @ DEN 10,10/30/11,-3,-3,DET,3,3,DET
NE 17 @ PIT 25,10/30/11,-2.5,-2.5,PIT,2.5,2.5,PIT
CLE 10 @ SF 20,10/30/11,9.5,9,SF,-9.5,-9,SF
CIN 34 @ SEA 12,10/30/11,-2.5,-1,CIN,2.5,1,CIN
DAL 7 @ PHI 34,10/30/11,3.5,3,PHI,-3.5,-3,PHI
SD 20 @ KC 23,10/31/11,-3.5,-3,KC,3.5,3,KC
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 8 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 16 @ SF 24,10/31/10,0,2,SF,0,-2,SF
JAC 35 @ DAL 17,10/31/10,6.5,7,JAC,-6.5,-7,JAC
WAS 25 @ DET 37,10/31/10,0,3,DET,0,-3,DET
GB 9 @ NYJ 0,10/31/10,5.5,7,GB,-5.5,-7,GB
CAR 10 @ STL 20,10/31/10,3,3,STL,-3,-3,STL
MIA 22 @ CIN 14,10/31/10,1,-1,MIA,-1,1,MIA
BUF 10 @ KC 13,10/31/10,10,7,BUF,-10,-7,BUF
TEN 25 @ SD 33,10/31/10,3,6,SD,-3,-6,SD
TB 38 @ ARI 35,10/31/10,3,3,TB,-3,-3,TB
SEA 3 @ OAK 33,10/31/10,0,2,OAK,0,-2,OAK
MIN 18 @ NE 28,10/31/10,7,5,NE,-7,-5,NE
PIT 10 @ NO 20,10/31/10,0,1,NO,0,-1,NO
HOU 17 @ IND 30,11/1/10,5.5,5,IND,-5.5,-5,IND
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 8 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 7 @ BAL 30,11/1/09,3.5,5,BAL,-3.5,-5,BAL
CLE 6 @ CHI 30,11/1/09,14,11,CHI,-14,-11,CHI
HOU 31 @ BUF 10,11/1/09,-3,-3,HOU,3,3,HOU
SF 14 @ IND 18,11/1/09,13,13,SF,-13,-13,SF
MIA 30 @ NYJ 25,11/1/09,4,4,MIA,-4,-4,MIA
STL 17 @ DET 10,11/1/09,4,3,STL,-4,-3,STL
SEA 17 @ DAL 38,11/1/09,11,10,DAL,-11,-10,DAL
NYG 17 @ PHI 40,11/1/09,2.5,-3,PHI,-2.5,3,PHI
OAK 16 @ SD 24,11/1/09,17,16,OAK,-17,-16,OAK
JAC 13 @ TEN 30,11/1/09,3,3,TEN,-3,-3,TEN
MIN 38 @ GB 26,11/1/09,3,3,MIN,-3,-3,MIN
CAR 34 @ ARI 21,11/1/09,9,10,CAR,-9,-10,CAR
ATL 27 @ NO 35,11/2/09,11.5,11,ATL,-11.5,-11,ATL
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 8 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 10 @ BAL 29,10/26/08,8,9,BAL,-8,-9,BAL
SD 32 @ NO 37,10/26/08,-3,-3,NO,3,3,NO
KC 24 @ NYJ 28,10/26/08,13,14,KC,-13,-14,KC
BUF 16 @ MIA 25,10/26/08,-1,1,MIA,1,-1,MIA
TB 9 @ DAL 13,10/26/08,0,2,DAL,0,-2,DAL
ATL 14 @ PHI 27,10/26/08,8.5,10,PHI,-8.5,-10,PHI
STL 16 @ NE 23,10/26/08,7,9,PUSH,-7,-9,STL
ARI 23 @ CAR 27,10/26/08,4.5,5,ARI,-4.5,-5,ARI
WAS 25 @ DET 17,10/26/08,-9,-7,DET,9,7,WAS
CLE 23 @ JAC 17,10/26/08,7.5,7,CLE,-7.5,-7,CLE
CIN 6 @ HOU 35,10/26/08,11,9,HOU,-11,-9,HOU
NYG 21 @ PIT 14,10/26/08,2,3,NYG,-2,-3,NYG
SEA 34 @ SF 13,10/26/08,4.5,6,SEA,-4.5,-6,SEA
IND 21 @ TEN 31,10/27/08,4,4,TEN,-4,-4,TEN
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 8 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CLE 27 @ STL 20,10/28/07,-3,-3,CLE,3,3,CLE
DET 16 @ CHI 7,10/28/07,5,6,DET,-5,-6,DET
IND 31 @ CAR 7,10/28/07,-6,-7,IND,6,7,IND
NYG 13 @ MIA 10,10/28/07,-11,-10,MIA,11,10,MIA
PHI 23 @ MIN 16,10/28/07,0,0,PHI,0,0,PHI
PIT 24 @ CIN 13,10/28/07,-3,-4,PIT,3,4,PIT
